created,text,retweet_count,followers
2017-10-30T11:58:18.000Z,"Former Trump Campaign Manager Paul Manafort to Turn Himself Into the FBI - CNN
$QQQ $SPY $AAPL $GOOGL $FB",0,117
2017-10-30T12:00:01.000Z,https://t.co/f3hgbX1VFY $AMZN $GOOG $GOOGL $MSFT $INTC $AAPL,0,8517
2017-10-30T12:00:27.000Z,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/js1w0fDgHG $NVDA $TSLA $GS $GILD $WMT $GOOGL $FB,0,225
2017-10-30T12:02:22.000Z,Looking for signals in the #charts? $MSFT $GOOGL classic exhaustion gaps. #blowofftop! #correction #OutOfGas,0,7664
2017-10-30T12:05:07.000Z,"$AMZN $GOOGL $INTC $MSFT $CTB:

As Central Banks Normalize Policy, Volatility Will Rise: Market Recon:

https://t.co/Iey4SgfndE",0,2019
2017-10-30T12:05:08.000Z,BlackBerry Automotive Cybersecurity https://t.co/mToyZIqgF6 $BB $AAPL $MSFT $GOOGL $NVDA $INTC @technology @WSJ @BBC @CNN @QNX_Auto,0,109
2017-10-30T12:08:55.000Z,William Blair Weighs in on Alphabet Inc.’s Q1 2018 Earnings $GOOGL https://t.co/RjCSorxAjV,0,366
2017-10-30T12:11:22.000Z,William Blair Weighs in on Alphabet Inc.’s Q1 2018 Earnings $GOOGL https://t.co/INdfzQci5q,0,1008
2017-10-30T12:14:23.000Z,#GOOGL #Google Daily - Pitchforks don't do Coincidences. Please RT + Next free Webinar: https://t.co/2B0Gkh7LSX … https://t.co/0YLhSBXM4D,0,9054
2017-10-30T12:15:05.000Z,"NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed 
https://t.co/msPieKTmWy
$AGN $AAPL $NFLX $TSLA $AMZN $GOOGL",0,897
2017-10-30T12:16:40.000Z,William Blair Weighs in on Alphabet Inc.’s Q1 2018 Earnings $GOOGL https://t.co/dwq1G3c26J,0,438
2017-10-30T12:17:40.000Z,RT @askslim: Looking for signals in the #charts? $MSFT $GOOGL classic exhaustion gaps. #blowofftop! #correction #OutOfGas,26,1114
2017-10-30T12:24:10.000Z,RT @ForexAnalytics1: #GOOGL #Google Daily - Pitchforks don't do Coincidences. Please RT + Next free Webinar: https://t.co/2B0Gkh7LSX … http…,29,100
2017-10-30T12:25:39.000Z,RT @SJosephBurns: 85% of Internet advertising growth is from @google and @facebook via @ValaAfshar $GOOGL $FB https://t.co/2EVaamvg5E,29,197
2017-10-30T12:29:39.000Z,RT @SJosephBurns: 85% of Internet advertising growth is from @google and @facebook via @ValaAfshar $GOOGL $FB https://t.co/2EVaamvg5E,29,23
2017-10-30T12:30:12.000Z,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/gqfebrS4AH

$NFLX $TSLA $AAPL $JPM $GS $FB $AMZN $GOOGL $NVDA",0,225
2017-10-30T12:31:10.000Z,https://t.co/O9AY4sBaaZ $AAPL #APPLE $AMZN $CBS $DIS $DISH $FB $GOOG $GOOGL $NFLX $T $ROKU,0,105062
2017-10-30T12:31:10.000Z,https://t.co/OTFxzKUVgw $AAPL #APPLE $AMZN $CBS $DIS $DISH $FB $GOOG $GOOGL $NFLX $T $ROKU,0,8517
2017-10-30T12:31:12.000Z,"Roku, A Streaming Pure Play Buy? #APPLE #AAPL #AMZN #CBS #DIS #DISH #FB #GOOG #GOOGL #NFLX https://t.co/xdWdMN53gi https://t.co/BEb6fbIX1A",0,2205
2017-10-30T12:34:11.000Z,"USA Core PCE Price Index (MoM) for Sep 0.40% vs 0.10% Est; Prior 0.10%
$QQQ $SPY $FB $AAPL $AMZN $GOOGL",0,117
